"business_id","date","description"
68390,"20140407","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/21/2014 ]"
68390,"20140407","Moderate risk vermin infestation  [ date violation corrected: 4/21/2014 ]"
68390,"20140407","Improper cooling methods  [ date violation corrected: 4/21/2014 ]"
68390,"20140407","High risk food holding temperature   [ date violation corrected: 4/21/2014 ]"
68390,"20140407","Improper food storage  [ date violation corrected: 4/21/2014 ]"
68390,"20130829","Unclean hands or improper use of gloves  [ date violation corrected: 9/9/2013 ]"
68390,"20130829","Improper food storage  [ date violation corrected: 9/9/2013 ]"
68394,"20150828","Moderate risk food holding temperature "
68394,"20150828","Inadequately cleaned or sanitized food contact surfaces"
68394,"20150828","Improper food storage"
68394,"20150112","Foods not protected from contamination  [ date violation corrected: 8/28/2015 ]"
68394,"20150112","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/28/2015 ]"
68394,"20131112","Noncompliance with HAACP plan or variance  [ date violation corrected: 1/13/2015 ]"
68400,"20150423","Unapproved food source  [ date violation corrected: 5/1/2015 ]"
68400,"20150423","Unapproved or unmaintained equipment or utensils"
68400,"20150423","Unclean nonfood contact surfaces"
68400,"20150423","High risk food holding temperature   [ date violation corrected: 5/1/2015 ]"
68400,"20140328","Unclean nonfood contact surfaces  [ date violation corrected: 4/23/2015 ]"
68400,"20140328","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 4/23/2015 ]"
68400,"20140328","Unapproved food source  [ date violation corrected: 4/23/2015 ]"
68400,"20130812","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/28/2014 ]"
68400,"20130812","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/28/2014 ]"
68400,"20130812","Low risk vermin infestation  [ date violation corrected: 3/28/2014 ]"
68400,"20130812","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/28/2014 ]"
68401,"20140911","Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 9/11/2014 ]"
68401,"20140305","High risk food holding temperature   [ date violation corrected: 3/13/2014 ]"
68401,"20140305","Food safety certificate or food handler card not available  [ date violation corrected: 9/11/2014 ]"
68401,"20130821","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/28/2013 ]"
68401,"20130821","High risk food holding temperature   [ date violation corrected: 8/28/2013 ]"
68403,"20160128","High risk food holding temperature "
68403,"20160128","Unclean or unsanitary food contact surfaces"
68403,"20160128","Improper storage of equipment utensils or linens"
68403,"20160128","Unapproved or unmaintained equipment or utensils"
68403,"20160128","Unclean nonfood contact surfaces"
68403,"20160128","Unclean or degraded floors walls or ceilings"
68403,"20160128","Improper thawing methods "
68403,"20150217","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/13/2015 ]"
68403,"20150217","High risk food holding temperature   [ date violation corrected: 3/13/2015 ]"
68403,"20150217","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/13/2015 ]"
68403,"20150217","Improper storage use or identification of toxic substances  [ date violation corrected: 3/13/2015 ]"
68403,"20150217","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/13/2015 ]"
68403,"20150217","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/13/2015 ]"
68403,"20150217","Improper thawing methods   [ date violation corrected: 3/13/2015 ]"
68403,"20150217","Contaminated or adulterated food  [ date violation corrected: 3/13/2015 ]"
68403,"20140409","Unclean nonfood contact surfaces  [ date violation corrected: 2/17/2015 ]"
68403,"20140409","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/17/2015 ]"
68403,"20140409","Foods not protected from contamination  [ date violation corrected: 2/17/2015 ]"
68403,"20140409","Improper or defective plumbing  [ date violation corrected: 2/17/2015 ]"
68403,"20140409","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/17/2015 ]"
68403,"20140409","Moderate risk food holding temperature   [ date violation corrected: 2/17/2015 ]"
68403,"20140409","Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/17/2015 ]"
68403,"20130903","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/7/2013 ]"
68403,"20130903","Moderate risk food holding temperature   [ date violation corrected: 11/7/2013 ]"
68403,"20130903","Foods not protected from contamination  [ date violation corrected: 11/7/2013 ]"
68403,"20130903","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/7/2013 ]"
68403,"20130903","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/7/2013 ]"
68407,"20150520","Moderate risk food holding temperature   [ date violation corrected: 6/3/2015 ]"
68407,"20150520","Improper cooling methods  [ date violation corrected: 6/3/2015 ]"
68407,"20140604","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/20/2015 ]"
68407,"20131119","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/31/2014 ]"
68407,"20131119","Unclean hands or improper use of gloves  [ date violation corrected: 1/31/2014 ]"
68407,"20131119","Foods not protected from contamination  [ date violation corrected: 1/31/2014 ]"
68410,"20151120","Improper cooling methods"
68410,"20151120","Unclean or degraded floors walls or ceilings"
68410,"20140825","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/26/2015 ]"
68410,"20140206","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/6/2014 ]"
68410,"20140129","No hot water or running water  [ date violation corrected: 2/6/2014 ]"
68410,"20140129","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 8/5/2014 ]"
68410,"20140129","Inadequate warewashing facilities or equipment  [ date violation corrected: 8/5/2014 ]"
68410,"20140129","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/6/2014 ]"
68410,"20130521","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 1/29/2014 ]"
68410,"20130521","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/29/2014 ]"
68412,"20151026","Foods not protected from contamination  [ date violation corrected: 11/16/2015 ]"
68412,"20151026","High risk food holding temperature   [ date violation corrected: 11/16/2015 ]"
68412,"20151026","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/16/2015 ]"
68412,"20151026","Improper food storage  [ date violation corrected: 11/16/2015 ]"
68412,"20151026","Unclean nonfood contact surfaces  [ date violation corrected: 11/16/2015 ]"
68412,"20151026","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/16/2015 ]"
68412,"20151026","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/16/2015 ]"
68412,"20150109","Improper food storage  [ date violation corrected: 1/27/2015 ]"
68412,"20150109","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/9/2015 ]"
68412,"20140508","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/9/2015 ]"
68412,"20140508","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/9/2015 ]"
68412,"20140508","Foods not protected from contamination  [ date violation corrected: 1/9/2015 ]"
68412,"20131119","Insufficient hot water or running water  [ date violation corrected: 5/8/2014 ]"
68412,"20131119","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/8/2014 ]"
68412,"20131119","Improper cooling methods  [ date violation corrected: 5/8/2014 ]"
68412,"20131119","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/8/2014 ]"
68412,"20131119","Unclean nonfood contact surfaces  [ date violation corrected: 5/8/2014 ]"
68421,"20140905","Permit license or inspection report not posted"
68421,"20140905","Inadequate warewashing facilities or equipment"
68421,"20140905","Unclean nonfood contact surfaces"
68421,"20140905","Inadequate food safety knowledge or lack of certified food safety manager"
68421,"20140905","Insufficient hot water or running water"
68421,"20131223","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/20/2014 ]"
68421,"20131223","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/20/2014 ]"
68421,"20131223","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 9/5/2014 ]"
68422,"20140905","Inadequate food safety knowledge or lack of certified food safety manager"
68422,"20140905","Unclean nonfood contact surfaces"
68422,"20140905","Permit license or inspection report not posted"
68422,"20140905","Inadequate warewashing facilities or equipment"
68422,"20131223","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 9/5/2014 ]"
68428,"20150805","Inadequate ventilation or lighting  [ date violation corrected: 8/19/2015 ]"
68428,"20150805","Moderate risk food holding temperature   [ date violation corrected: 8/19/2015 ]"
68428,"20150805","Food safety certificate or food handler card not available  [ date violation corrected: 8/19/2015 ]"
68428,"20150805","Unapproved  living quarters in food facility  [ date violation corrected: 8/19/2015 ]"
68428,"20140922","Moderate risk food holding temperature   [ date violation corrected: 10/10/2014 ]"
68428,"20140922","Food safety certificate or food handler card not available  [ date violation corrected: 10/10/2014 ]"
68428,"20140922","Inadequate ventilation or lighting  [ date violation corrected: 10/10/2014 ]"
68428,"20140922","High risk vermin infestation  [ date violation corrected: 10/10/2014 ]"
68428,"20140922","Unclean hands or improper use of gloves  [ date violation corrected: 10/10/2014 ]"
68428,"20140922","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/10/2014 ]"
68428,"20130808","Improper or defective plumbing  [ date violation corrected: 9/22/2014 ]"
68428,"20130606","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/8/2013 ]"
68428,"20130606","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/8/2013 ]"
68430,"20140527","Inadequately cleaned or sanitized food contact surfaces"
68431,"20150227","Improper cooling methods  [ date violation corrected: 2/27/2015 ]"
68431,"20150227","Improper food storage"
68431,"20140605","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/27/2015 ]"
68431,"20140605","High risk food holding temperature   [ date violation corrected: 2/27/2015 ]"
68431,"20131007","High risk food holding temperature   [ date violation corrected: 6/5/2014 ]"
68431,"20131007","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/5/2014 ]"
68433,"20160309","Unclean nonfood contact surfaces"
68433,"20160309","Moderate risk vermin infestation"
68433,"20160309","Inadequate and inaccessible handwashing facilities"
68433,"20160309","Unclean or degraded floors walls or ceilings"
68433,"20160309","Improper storage use or identification of toxic substances"
68433,"20160309","Foods not protected from contamination"
68433,"20160309","Moderate risk food holding temperature "
68433,"20160309","Inadequately cleaned or sanitized food contact surfaces"
68433,"20141210","High risk food holding temperature   [ date violation corrected: 3/9/2016 ]"
68433,"20141103","Low risk vermin infestation  [ date violation corrected: 12/10/2014 ]"
68433,"20141103","Permit license or inspection report not posted  [ date violation corrected: 12/10/2014 ]"
68433,"20141103","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/3/2014 ]"
68433,"20141103","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/3/2014 ]"
68433,"20141103","Unclean nonfood contact surfaces  [ date violation corrected: 12/10/2014 ]"
68433,"20141103","Unclean hands or improper use of gloves  [ date violation corrected: 12/10/2014 ]"
68433,"20141103","High risk food holding temperature   [ date violation corrected: 12/10/2014 ]"
68433,"20141103","Insufficient hot water or running water  [ date violation corrected: 12/10/2014 ]"
68433,"20141103","Foods not protected from contamination  [ date violation corrected: 12/10/2014 ]"
68433,"20141103","Improper storage use or identification of toxic substances  [ date violation corrected: 12/10/2014 ]"
68433,"20131112","Moderate risk food holding temperature   [ date violation corrected: 11/19/2013 ]"
68433,"20131112","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/19/2013 ]"
68433,"20131112","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/19/2013 ]"
68433,"20131112","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/19/2013 ]"
68433,"20131112","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/19/2013 ]"
68433,"20131112","Unclean nonfood contact surfaces  [ date violation corrected: 11/19/2013 ]"
68433,"20131112","Foods not protected from contamination  [ date violation corrected: 11/19/2013 ]"
68442,"20140731","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/7/2014 ]"
68442,"20140731","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/7/2014 ]"
68442,"20140731","Moderate risk vermin infestation  [ date violation corrected: 8/7/2014 ]"
68442,"20140124","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/31/2014 ]"
68442,"20140124","Improper or defective plumbing  [ date violation corrected: 7/31/2014 ]"
68442,"20140124","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/31/2014 ]"
68451,"20140506","High risk food holding temperature "
68451,"20140506","Other high risk violation"
68451,"20140506","Inadequate and inaccessible handwashing facilities"
68451,"20140506","Moderate risk vermin infestation"
68452,"20160419","Improper cooling methods  [ date violation corrected: 4/19/2016 ]"
68452,"20160419","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/19/2016 ]"
68452,"20160419","Unapproved or unmaintained equipment or utensils"
68452,"20160419","Moderate risk food holding temperature   [ date violation corrected: 4/19/2016 ]"
68452,"20150106","High risk food holding temperature   [ date violation corrected: 1/16/2015 ]"
68452,"20150106","Moderate risk vermin infestation  [ date violation corrected: 1/16/2015 ]"
68452,"20140408","Contaminated or adulterated food  [ date violation corrected: 4/9/2014 ]"
68452,"20140408","Improper cooling methods  [ date violation corrected: 4/9/2014 ]"
68452,"20140408","High risk vermin infestation  [ date violation corrected: 4/9/2014 ]"
68454,"20140827","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/3/2014 ]"
68454,"20140827","High risk vermin infestation  [ date violation corrected: 10/3/2014 ]"
68454,"20140827","Other moderate risk violation  [ date violation corrected: 10/3/2014 ]"
68454,"20140827","High risk food holding temperature   [ date violation corrected: 10/3/2014 ]"
68454,"20140827","Inadequate ventilation or lighting  [ date violation corrected: 10/3/2014 ]"
68454,"20140827","Improper or defective plumbing  [ date violation corrected: 10/3/2014 ]"
68454,"20140827","Foods not protected from contamination  [ date violation corrected: 10/3/2014 ]"
68454,"20140124","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/27/2014 ]"
68454,"20140124","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/27/2014 ]"
68454,"20130619","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/7/2014 ]"
68454,"20130619","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/7/2014 ]"
68454,"20130619","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/7/2014 ]"
68462,"20150605","Unapproved or unmaintained equipment or utensils"
68462,"20150605","Unclean or degraded floors walls or ceilings"
68462,"20140512","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/5/2015 ]"
68462,"20130604","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/26/2013 ]"
68462,"20130604","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/26/2013 ]"
68462,"20130604","Food safety certificate or food handler card not available  [ date violation corrected: 12/26/2013 ]"
68469,"20140917","Inadequate warewashing facilities or equipment"
68469,"20140917","Wiping cloths not clean or properly stored or inadequate sanitizer"
68469,"20140917","Inadequate ventilation or lighting"
68469,"20140917","Inadequate and inaccessible handwashing facilities"
68469,"20140917","No thermometers or uncalibrated thermometers "
68469,"20140917","Unapproved or unmaintained equipment or utensils"
68469,"20130517","No thermometers or uncalibrated thermometers   [ date violation corrected: 6/13/2013 ]"
68469,"20130517","Moderate risk food holding temperature   [ date violation corrected: 6/13/2013 ]"
68469,"20130517","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/13/2013 ]"
68469,"20130517","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/13/2013 ]"
68483,"20160210","Food safety certificate or food handler card not available"
68483,"20160210","Moderate risk vermin infestation"
68483,"20140929","Food safety certificate or food handler card not available  [ date violation corrected: 1/31/2016 ]"
68483,"20140929","Improper food storage  [ date violation corrected: 1/31/2016 ]"
68483,"20130919","Moderate risk food holding temperature   [ date violation corrected: 9/2/2014 ]"
68483,"20130722","Foods not protected from contamination  [ date violation corrected: 9/19/2013 ]"
68483,"20130722","Low risk vermin infestation  [ date violation corrected: 9/2/2014 ]"
68483,"20130722","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/22/2013 ]"
68493,"20151109","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/8/2016 ]"
68493,"20151109","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/8/2016 ]"
68493,"20151109","Unclean nonfood contact surfaces  [ date violation corrected: 1/8/2016 ]"
68493,"20141210","Foods not protected from contamination  [ date violation corrected: 12/22/2014 ]"
68493,"20141210","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/22/2014 ]"
68493,"20141210","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/22/2014 ]"
68493,"20140424","Foods not protected from contamination  [ date violation corrected: 4/24/2014 ]"
68493,"20131107","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/24/2014 ]"
68493,"20130426","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/26/2013 ]"
68493,"20130426","Moderate risk food holding temperature   [ date violation corrected: 4/26/2013 ]"
68500,"20151017","Improper food storage"
68500,"20140628","Foods not protected from contamination  [ date violation corrected: 10/17/2015 ]"
68500,"20140628","Insufficient hot water or running water  [ date violation corrected: 10/17/2015 ]"
68500,"20140628","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/17/2015 ]"
68500,"20140628","Permit license or inspection report not posted  [ date violation corrected: 10/17/2015 ]"
68500,"20140628","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/17/2015 ]"
68500,"20130620","Permit license or inspection report not posted  [ date violation corrected: 6/28/2014 ]"
68500,"20130620","Inadequate warewashing facilities or equipment  [ date violation corrected: 6/28/2014 ]"
68503,"20160405","Moderate risk vermin infestation  [ date violation corrected: 4/12/2016 ]"
68503,"20160405","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/12/2016 ]"
68503,"20130424","Unclean nonfood contact surfaces  [ date violation corrected: 5/1/2013 ]"
68503,"20130424","High risk food holding temperature   [ date violation corrected: 5/1/2013 ]"
68504,"20150612","Moderate risk food holding temperature "
68504,"20140519","Inadequate ventilation or lighting  [ date violation corrected: 6/12/2015 ]"
68504,"20131004","Improper food storage  [ date violation corrected: 10/4/2013 ]"
68508,"20150902","Inadequate and inaccessible handwashing facilities"
68508,"20150902","Unclean nonfood contact surfaces"
68508,"20150902","Unapproved or unmaintained equipment or utensils"
68508,"20150902","Inadequate ventilation or lighting"
68508,"20140707","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/7/2014 ]"
68508,"20140707","Improper food storage  [ date violation corrected: 7/7/2014 ]"
68508,"20140707","Inadequate ventilation or lighting  [ date violation corrected: 9/2/2015 ]"
68508,"20140707","Improper storage of equipment utensils or linens  [ date violation corrected: 7/7/2014 ]"
68508,"20140707","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/7/2014 ]"
68508,"20140707","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/2/2015 ]"
68508,"20140707","Permit license or inspection report not posted  [ date violation corrected: 9/2/2015 ]"
68508,"20140124","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/7/2014 ]"
68508,"20140124","Inadequate warewashing facilities or equipment  [ date violation corrected: 7/7/2014 ]"
68508,"20140124","Unclean nonfood contact surfaces  [ date violation corrected: 7/7/2014 ]"
68508,"20130725","Inadequate ventilation or lighting  [ date violation corrected: 8/1/2013 ]"
68508,"20130725","Improper or defective plumbing  [ date violation corrected: 8/1/2013 ]"
68508,"20130725","Food safety certificate or food handler card not available  [ date violation corrected: 8/1/2013 ]"
68508,"20130725","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/1/2013 ]"
68511,"20160112","Improper storage of equipment utensils or linens"
68511,"20160112","Unapproved or unmaintained equipment or utensils"
68511,"20141016","Improper food storage  [ date violation corrected: 1/12/2016 ]"
68511,"20141016","High risk vermin infestation  [ date violation corrected: 10/23/2014 ]"
68511,"20140131","Permit license or inspection report not posted  [ date violation corrected: 10/16/2014 ]"
68511,"20140131","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/16/2014 ]"
68511,"20140131","Improper food storage  [ date violation corrected: 10/16/2014 ]"
68511,"20140131","Moderate risk vermin infestation  [ date violation corrected: 10/16/2014 ]"
68511,"20130620","Permit license or inspection report not posted  [ date violation corrected: 7/3/2013 ]"
68511,"20130620","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/3/2013 ]"
68511,"20130620","Improper food storage  [ date violation corrected: 7/3/2013 ]"
68511,"20130620","High risk vermin infestation  [ date violation corrected: 7/3/2013 ]"
68511,"20130620","Unclean nonfood contact surfaces  [ date violation corrected: 7/3/2013 ]"
68530,"20140418","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/31/2015 ]"
68530,"20130711","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/18/2014 ]"
68530,"20130711","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/18/2014 ]"
68540,"20140520","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/20/2014 ]"
68540,"20140520","No thermometers or uncalibrated thermometers   [ date violation corrected: 12/9/2014 ]"
68540,"20140520","Improper storage of equipment utensils or linens  [ date violation corrected: 12/9/2014 ]"
68540,"20130905","High risk food holding temperature   [ date violation corrected: 9/25/2013 ]"
68540,"20130905","Improper storage of equipment utensils or linens  [ date violation corrected: 9/12/2013 ]"
68544,"20140523","Other moderate risk violation"
68560,"20150817","High risk food holding temperature "
68560,"20150817","Improper cooling methods"
68560,"20150817","Unclean nonfood contact surfaces  [ date violation corrected: 8/25/2015 ]"
68560,"20150817","Unclean or unsanitary food contact surfaces"
68560,"20150817","Insufficient hot water or running water  [ date violation corrected: 8/25/2015 ]"
68560,"20150817","Unclean hands or improper use of gloves"
68560,"20150817","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/25/2015 ]"
68560,"20140512","Moderate risk food holding temperature   [ date violation corrected: 6/12/2014 ]"
68560,"20140512","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 6/12/2014 ]"
68560,"20140512","No plan review or Building Permit  [ date violation corrected: 6/12/2014 ]"
68560,"20140512","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/17/2015 ]"
68560,"20140512","Foods not protected from contamination  [ date violation corrected: 6/12/2014 ]"
68560,"20140512","Improper cooling methods  [ date violation corrected: 6/12/2014 ]"
68560,"20140512","Low risk vermin infestation  [ date violation corrected: 6/12/2014 ]"
68560,"20131028","Improper cooling methods  [ date violation corrected: 5/12/2014 ]"
68560,"20131028","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/12/2014 ]"
68560,"20131028","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/12/2014 ]"
68560,"20131028","Foods not protected from contamination  [ date violation corrected: 5/12/2014 ]"
68591,"20130820","Low risk vermin infestation  [ date violation corrected: 3/24/2014 ]"
68600,"20151119","Foods not protected from contamination"
68600,"20151119","Improper food storage"
68600,"20151119","Unapproved or unmaintained equipment or utensils"
68600,"20140805","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/6/2014 ]"
68600,"20140805","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/6/2014 ]"
68600,"20140805","Unclean nonfood contact surfaces  [ date violation corrected: 8/6/2014 ]"
68600,"20140805","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/6/2014 ]"
68600,"20140805","High risk vermin infestation  [ date violation corrected: 8/6/2014 ]"
68602,"20150310","Moderate risk food holding temperature "
68608,"20140527","Inadequate and inaccessible handwashing facilities"
68608,"20140527","Moderate risk food holding temperature "
68615,"20141217","Improper thawing methods "
68615,"20141217","Other moderate risk violation"
68615,"20131003","Other high risk violation  [ date violation corrected: 10/11/2013 ]"
68615,"20131003","Improper food storage  [ date violation corrected: 10/11/2013 ]"
68615,"20131003","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/11/2013 ]"
68616,"20131209","Food safety certificate or food handler card not available  [ date violation corrected: 2/2/2015 ]"
68618,"20160406","Unsanitary employee garments hair or nails"
68618,"20160406","Improperly washed fruits and vegetables"
68618,"20160406","Unapproved or unmaintained equipment or utensils"
68618,"20160406","Unclean or degraded floors walls or ceilings"
68618,"20160406","Unclean or unsanitary food contact surfaces"
68618,"20160406","Unauthorized or unsafe use of time as a public health control measure"
68618,"20160406","Insufficient hot water or running water"
68618,"20150220","Foods not protected from contamination  [ date violation corrected: 2/20/2015 ]"
68618,"20150220","Low risk vermin infestation  [ date violation corrected: 4/6/2016 ]"
68618,"20150220","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/6/2016 ]"
68618,"20140820","Moderate risk vermin infestation  [ date violation corrected: 2/20/2015 ]"
68618,"20140820","Moderate risk food holding temperature   [ date violation corrected: 2/20/2015 ]"
68618,"20140820","Permit license or inspection report not posted  [ date violation corrected: 2/20/2015 ]"
68618,"20140820","Food safety certificate or food handler card not available  [ date violation corrected: 2/20/2015 ]"
68618,"20140204","Improper food storage  [ date violation corrected: 8/20/2014 ]"
68618,"20140204","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/20/2014 ]"
68618,"20140204","Unclean nonfood contact surfaces  [ date violation corrected: 2/18/2014 ]"
68618,"20140204","High risk vermin infestation  [ date violation corrected: 2/18/2014 ]"
68618,"20130806","Moderate risk vermin infestation  [ date violation corrected: 2/4/2014 ]"
68620,"20160204","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/11/2016 ]"
68620,"20160204","Improper cooling methods  [ date violation corrected: 2/4/2016 ]"
68620,"20160204","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/11/2016 ]"
68620,"20160204","Moderate risk vermin infestation  [ date violation corrected: 2/11/2016 ]"
68620,"20160204","Foods not protected from contamination  [ date violation corrected: 2/4/2016 ]"
68620,"20160204","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/11/2016 ]"
68620,"20160204","High risk food holding temperature   [ date violation corrected: 2/4/2016 ]"
68620,"20140425","Other low risk violation  [ date violation corrected: 5/6/2014 ]"
68620,"20140425","Improper food labeling or menu misrepresentation  [ date violation corrected: 5/6/2014 ]"
68620,"20140425","Unclean nonfood contact surfaces  [ date violation corrected: 5/6/2014 ]"
68620,"20140425","Improper thawing methods   [ date violation corrected: 5/6/2014 ]"
68620,"20140425","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/6/2014 ]"
68620,"20140425","Foods not protected from contamination  [ date violation corrected: 5/6/2014 ]"
68626,"20150121","Improper cooling methods  [ date violation corrected: 1/21/2015 ]"
68626,"20150121","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/21/2015 ]"
68626,"20150121","Improper thawing methods "
68626,"20150121","Unclean nonfood contact surfaces"
68629,"20141023","Improper food storage"
68629,"20141023","Inadequately cleaned or sanitized food contact surfaces"
68629,"20141023","High risk vermin infestation"
68629,"20141023","Food in poor condition"
68629,"20141023","Inadequate or unsanitary refuse containers or area or no garbage service"
68629,"20141023","Inadequate and inaccessible handwashing facilities"
68633,"20150122","Unapproved or unmaintained equipment or utensils"
68633,"20150122","Unclean or degraded floors walls or ceilings"
68633,"20150122","Improper or defective plumbing"
68633,"20140512","Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 1/22/2015 ]"
68633,"20140512","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/22/2015 ]"
68633,"20140512","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/22/2015 ]"
68633,"20140512","Inadequate sewage or wastewater disposal  [ date violation corrected: 1/22/2015 ]"
68633,"20140512","Improper thawing methods   [ date violation corrected: 1/22/2015 ]"
68633,"20140512","Foods not protected from contamination  [ date violation corrected: 1/22/2015 ]"
68633,"20140512","High risk food holding temperature   [ date violation corrected: 1/22/2015 ]"
